sample_idx,true_label_encoded,pred_label_encoded,true_label,pred_label,is_correct
321,3,3,normal,normal,True
322,3,3,normal,normal,True
323,1,1,MITM,MITM,True
324,3,3,normal,normal,True
325,3,3,normal,normal,True
326,3,3,normal,normal,True
327,3,3,normal,normal,True
328,3,3,normal,normal,True
329,3,3,normal,normal,True
330,3,3,normal,normal,True
331,3,3,normal,normal,True
332,3,3,normal,normal,True
333,1,1,MITM,MITM,True
334,3,3,normal,normal,True
335,3,3,normal,normal,True
336,3,3,normal,normal,True
337,3,3,normal,normal,True
338,3,3,normal,normal,True
339,4,4,physical fault,physical fault,True
340,1,1,MITM,MITM,True
341,3,3,normal,normal,True
342,5,3,scan,normal,False
343,3,3,normal,normal,True
344,3,3,normal,normal,True
345,3,3,normal,normal,True
346,3,3,normal,normal,True
347,3,3,normal,normal,True
348,1,1,MITM,MITM,True
349,3,3,normal,normal,True
350,3,3,normal,normal,True
351,1,1,MITM,MITM,True
352,3,3,normal,normal,True
353,3,3,normal,normal,True
354,3,3,normal,normal,True
355,3,3,normal,normal,True
356,3,3,normal,normal,True
357,3,3,normal,normal,True
358,1,3,MITM,normal,False
359,3,3,normal,normal,True
360,3,3,normal,normal,True
361,3,3,normal,normal,True
362,3,3,normal,normal,True
363,3,3,normal,normal,True
364,2,2,nomal,nomal,True
365,3,3,normal,normal,True
366,3,3,normal,normal,True
367,3,3,normal,normal,True
368,3,3,normal,normal,True
369,3,3,normal,normal,True
370,3,3,normal,normal,True
371,3,3,normal,normal,True
372,1,1,MITM,MITM,True
373,3,3,normal,normal,True
374,3,3,normal,normal,True
375,3,3,normal,normal,True
376,3,3,normal,normal,True
377,3,3,normal,normal,True
378,3,3,normal,normal,True
379,3,3,normal,normal,True
380,3,3,normal,normal,True
381,0,0,DoS,DoS,True
382,3,3,normal,normal,True
383,3,3,normal,normal,True
384,3,3,normal,normal,True
385,3,3,normal,normal,True
386,1,3,MITM,normal,False
387,1,1,MITM,MITM,True
388,3,3,normal,normal,True
389,3,3,normal,normal,True
390,3,3,normal,normal,True
391,3,3,normal,normal,True
392,3,3,normal,normal,True
393,3,3,normal,normal,True
394,3,3,normal,normal,True
395,3,3,normal,normal,True
396,3,3,normal,normal,True
397,3,3,normal,normal,True
398,3,3,normal,normal,True
399,4,4,physical fault,physical fault,True
400,3,3,normal,normal,True
401,3,3,normal,normal,True
402,3,3,normal,normal,True
403,1,1,MITM,MITM,True
404,3,3,normal,normal,True
405,0,0,DoS,DoS,True
406,3,3,normal,normal,True
407,4,4,physical fault,physical fault,True
408,1,1,MITM,MITM,True
409,3,3,normal,normal,True
410,3,3,normal,normal,True
411,3,3,normal,normal,True
412,3,3,normal,normal,True
413,3,3,normal,normal,True
414,3,3,normal,normal,True
415,3,3,normal,normal,True
416,4,4,physical fault,physical fault,True
417,3,3,normal,normal,True
418,3,3,normal,normal,True
419,3,3,normal,normal,True
420,3,3,normal,normal,True
421,1,1,MITM,MITM,True
422,3,3,normal,normal,True
423,3,3,normal,normal,True
424,3,3,normal,normal,True
425,1,3,MITM,normal,False
426,3,3,normal,normal,True
427,3,3,normal,normal,True
428,3,3,normal,normal,True
429,1,1,MITM,MITM,True
430,3,3,normal,normal,True
431,1,1,MITM,MITM,True
432,3,3,normal,normal,True
433,1,3,MITM,normal,False
434,3,3,normal,normal,True
435,3,3,normal,normal,True
436,3,3,normal,normal,True
437,0,0,DoS,DoS,True
438,3,3,normal,normal,True
439,3,3,normal,normal,True
440,4,4,physical fault,physical fault,True
441,3,3,normal,normal,True
442,4,4,physical fault,physical fault,True
443,3,3,normal,normal,True
444,3,3,normal,normal,True
445,1,1,MITM,MITM,True
446,3,3,normal,normal,True
447,3,3,normal,normal,True
448,3,3,normal,normal,True
449,4,4,physical fault,physical fault,True
450,3,3,normal,normal,True
451,3,3,normal,normal,True
452,3,3,normal,normal,True
453,3,3,normal,normal,True
454,4,4,physical fault,physical fault,True
455,3,3,normal,normal,True
456,3,3,normal,normal,True
457,3,3,normal,normal,True
458,3,3,normal,normal,True
459,4,4,physical fault,physical fault,True
460,3,3,normal,normal,True
461,3,3,normal,normal,True
462,3,3,normal,normal,True
463,3,3,normal,normal,True
464,3,3,normal,normal,True
465,3,3,normal,normal,True
466,3,3,normal,normal,True
467,3,3,normal,normal,True
468,1,1,MITM,MITM,True
469,1,3,MITM,normal,False
470,3,3,normal,normal,True
471,3,3,normal,normal,True
472,3,3,normal,normal,True
473,3,3,normal,normal,True
474,3,3,normal,normal,True
475,3,3,normal,normal,True
476,3,3,normal,normal,True
477,3,3,normal,normal,True
478,3,3,normal,normal,True
479,3,3,normal,normal,True
480,3,3,normal,normal,True
481,1,1,MITM,MITM,True
482,3,3,normal,normal,True
483,1,1,MITM,MITM,True
484,3,3,normal,normal,True
485,3,3,normal,normal,True
486,3,3,normal,normal,True
487,3,3,normal,normal,True
488,3,3,normal,normal,True
489,4,4,physical fault,physical fault,True
490,3,3,normal,normal,True
491,3,3,normal,normal,True
492,3,3,normal,normal,True
493,0,0,DoS,DoS,True
494,4,4,physical fault,physical fault,True
495,3,3,normal,normal,True
496,0,0,DoS,DoS,True
497,1,1,MITM,MITM,True
498,3,3,normal,normal,True
499,3,3,normal,normal,True
500,3,3,normal,normal,True
501,3,3,normal,normal,True
502,1,1,MITM,MITM,True
503,1,1,MITM,MITM,True
504,3,3,normal,normal,True
505,3,3,normal,normal,True
506,0,0,DoS,DoS,True
507,2,3,nomal,normal,False
508,3,3,normal,normal,True
509,3,3,normal,normal,True
510,3,3,normal,normal,True
511,3,3,normal,normal,True
512,3,3,normal,normal,True
513,1,1,MITM,MITM,True
514,3,3,normal,normal,True
515,3,3,normal,normal,True
516,3,3,normal,normal,True
517,3,3,normal,normal,True
518,1,1,MITM,MITM,True
519,3,3,normal,normal,True
520,3,3,normal,normal,True
521,3,3,normal,normal,True
522,0,0,DoS,DoS,True
523,3,3,normal,normal,True
524,3,3,normal,normal,True
525,3,3,normal,normal,True
526,3,3,normal,normal,True
527,3,3,normal,normal,True
528,3,3,normal,normal,True
529,3,3,normal,normal,True
530,3,3,normal,normal,True
531,3,3,normal,normal,True
532,3,3,normal,normal,True
533,3,3,normal,normal,True
534,1,1,MITM,MITM,True
535,3,3,normal,normal,True
536,3,3,normal,normal,True
537,3,3,normal,normal,True
538,3,3,normal,normal,True
539,3,3,normal,normal,True
540,3,3,normal,normal,True
541,3,3,normal,normal,True
542,2,2,nomal,nomal,True
543,3,3,normal,normal,True
544,3,3,normal,normal,True
545,3,3,normal,normal,True
546,3,3,normal,normal,True
547,3,3,normal,normal,True
548,3,3,normal,normal,True
549,3,3,normal,normal,True
550,3,3,normal,normal,True
551,1,1,MITM,MITM,True
552,4,4,physical fault,physical fault,True
553,3,3,normal,normal,True
554,3,3,normal,normal,True
555,3,3,normal,normal,True
556,3,3,normal,normal,True
557,1,1,MITM,MITM,True
558,0,0,DoS,DoS,True
559,3,3,normal,normal,True
560,0,0,DoS,DoS,True
561,3,3,normal,normal,True
562,3,3,normal,normal,True
563,3,3,normal,normal,True
564,3,3,normal,normal,True
565,3,3,normal,normal,True
566,3,3,normal,normal,True
567,0,0,DoS,DoS,True
568,1,1,MITM,MITM,True
569,3,3,normal,normal,True
570,3,3,normal,normal,True
571,3,3,normal,normal,True
572,3,3,normal,normal,True
573,3,3,normal,normal,True
574,3,3,normal,normal,True
575,3,3,normal,normal,True
576,3,3,normal,normal,True
577,3,3,normal,normal,True
578,3,3,normal,normal,True
579,3,3,normal,normal,True
580,3,3,normal,normal,True
581,3,3,normal,normal,True
582,2,2,nomal,nomal,True
583,3,3,normal,normal,True
584,3,3,normal,normal,True
585,3,3,normal,normal,True
586,3,3,normal,normal,True
587,3,3,normal,normal,True
588,3,3,normal,normal,True
589,3,3,normal,normal,True
590,3,3,normal,normal,True
591,3,3,normal,normal,True
592,0,0,DoS,DoS,True
593,2,2,nomal,nomal,True
594,3,3,normal,normal,True
595,3,3,normal,normal,True
596,1,1,MITM,MITM,True
597,4,4,physical fault,physical fault,True
598,3,3,normal,normal,True
599,3,3,normal,normal,True
600,3,3,normal,normal,True
601,3,3,normal,normal,True
602,4,4,physical fault,physical fault,True
603,3,3,normal,normal,True
604,3,3,normal,normal,True
605,3,3,normal,normal,True
606,3,3,normal,normal,True
607,3,3,normal,normal,True
608,2,2,nomal,nomal,True
609,3,3,normal,normal,True
610,3,3,normal,normal,True
611,3,3,normal,normal,True
612,4,4,physical fault,physical fault,True
613,3,3,normal,normal,True
614,3,3,normal,normal,True
615,3,3,normal,normal,True
616,3,3,normal,normal,True
617,3,3,normal,normal,True
618,3,3,normal,normal,True
619,3,3,normal,normal,True
620,3,3,normal,normal,True
621,1,1,MITM,MITM,True
622,3,3,normal,normal,True
623,3,3,normal,normal,True
624,3,3,normal,normal,True
625,3,3,normal,normal,True
626,3,3,normal,normal,True
627,3,3,normal,normal,True
628,3,3,normal,normal,True
629,4,4,physical fault,physical fault,True
630,3,3,normal,normal,True
631,2,2,nomal,nomal,True
632,3,3,normal,normal,True
633,3,3,normal,normal,True
634,3,3,normal,normal,True
635,1,1,MITM,MITM,True
636,4,4,physical fault,physical fault,True
637,3,3,normal,normal,True
638,3,3,normal,normal,True
639,3,3,normal,normal,True
640,3,3,normal,normal,True
641,3,3,normal,normal,True
642,3,3,normal,normal,True
643,3,3,normal,normal,True
644,3,3,normal,normal,True
645,3,3,normal,normal,True
646,3,3,normal,normal,True
647,2,2,nomal,nomal,True
648,3,3,normal,normal,True
649,3,3,normal,normal,True
650,3,3,normal,normal,True
651,3,3,normal,normal,True
652,3,3,normal,normal,True
653,3,3,normal,normal,True
654,3,3,normal,normal,True
655,1,1,MITM,MITM,True
656,3,3,normal,normal,True
657,3,3,normal,normal,True
658,3,3,normal,normal,True
659,3,3,normal,normal,True
660,3,3,normal,normal,True
661,3,3,normal,normal,True
662,3,3,normal,normal,True
663,3,3,normal,normal,True
664,3,3,normal,normal,True
665,3,3,normal,normal,True
666,3,3,normal,normal,True
667,0,0,DoS,DoS,True
668,3,3,normal,normal,True
669,3,3,normal,normal,True
670,3,3,normal,normal,True
671,3,3,normal,normal,True
672,3,3,normal,normal,True
673,3,3,normal,normal,True
674,3,3,normal,normal,True
675,3,3,normal,normal,True
676,2,2,nomal,nomal,True
677,3,3,normal,normal,True
678,3,3,normal,normal,True
679,3,3,normal,normal,True
680,3,3,normal,normal,True
681,1,3,MITM,normal,False
682,0,0,DoS,DoS,True
683,3,3,normal,normal,True
684,3,3,normal,normal,True
685,3,3,normal,normal,True
686,3,3,normal,normal,True
687,3,3,normal,normal,True
688,3,3,normal,normal,True
689,1,1,MITM,MITM,True
690,0,0,DoS,DoS,True
691,1,1,MITM,MITM,True
692,1,1,MITM,MITM,True
693,3,3,normal,normal,True
694,3,3,normal,normal,True
695,3,3,normal,normal,True
696,3,3,normal,normal,True
697,3,3,normal,normal,True
698,4,4,physical fault,physical fault,True
699,3,3,normal,normal,True
700,2,2,nomal,nomal,True
701,3,3,normal,normal,True
702,3,3,normal,normal,True
703,3,3,normal,normal,True
704,3,3,normal,normal,True
705,3,3,normal,normal,True
706,3,3,normal,normal,True
707,3,3,normal,normal,True
708,3,3,normal,normal,True
709,3,3,normal,normal,True
710,4,4,physical fault,physical fault,True
711,3,3,normal,normal,True
712,3,3,normal,normal,True
713,3,3,normal,normal,True
714,3,3,normal,normal,True
715,3,3,normal,normal,True
716,3,3,normal,normal,True
717,4,4,physical fault,physical fault,True
718,4,4,physical fault,physical fault,True
719,3,3,normal,normal,True
720,3,3,normal,normal,True
721,3,3,normal,normal,True
722,2,2,nomal,nomal,True
723,0,0,DoS,DoS,True
724,1,1,MITM,MITM,True
725,3,3,normal,normal,True
726,3,3,normal,normal,True
727,4,4,physical fault,physical fault,True
728,3,3,normal,normal,True
729,3,3,normal,normal,True
730,3,3,normal,normal,True
731,3,3,normal,normal,True
732,3,3,normal,normal,True
733,3,3,normal,normal,True
734,4,4,physical fault,physical fault,True
735,1,1,MITM,MITM,True
736,3,3,normal,normal,True
737,3,3,normal,normal,True
738,3,3,normal,normal,True
739,4,4,physical fault,physical fault,True
740,3,3,normal,normal,True
741,3,3,normal,normal,True
742,1,3,MITM,normal,False
743,3,3,normal,normal,True
744,3,3,normal,normal,True
745,3,3,normal,normal,True
746,3,3,normal,normal,True
747,3,3,normal,normal,True
748,3,3,normal,normal,True
749,1,1,MITM,MITM,True
750,3,3,normal,normal,True
751,3,3,normal,normal,True
752,3,3,normal,normal,True
753,1,1,MITM,MITM,True
754,4,4,physical fault,physical fault,True
755,2,2,nomal,nomal,True
756,3,3,normal,normal,True
757,3,3,normal,normal,True
758,3,3,normal,normal,True
759,3,3,normal,normal,True
760,3,3,normal,normal,True
761,3,3,normal,normal,True
762,3,3,normal,normal,True
763,4,4,physical fault,physical fault,True
764,1,1,MITM,MITM,True
765,3,3,normal,normal,True
766,4,4,physical fault,physical fault,True
767,1,1,MITM,MITM,True
768,3,3,normal,normal,True
769,3,3,normal,normal,True
770,3,3,normal,normal,True
771,1,1,MITM,MITM,True
772,1,1,MITM,MITM,True
773,3,3,normal,normal,True
774,3,3,normal,normal,True
775,1,1,MITM,MITM,True
776,3,3,normal,normal,True
777,3,3,normal,normal,True
778,4,4,physical fault,physical fault,True
779,3,3,normal,normal,True
780,3,3,normal,normal,True
781,3,3,normal,normal,True
782,3,3,normal,normal,True
783,3,3,normal,normal,True
784,3,3,normal,normal,True
785,3,3,normal,normal,True
786,3,3,normal,normal,True
787,3,3,normal,normal,True
788,1,1,MITM,MITM,True
789,3,3,normal,normal,True
790,3,3,normal,normal,True
791,3,3,normal,normal,True
792,3,3,normal,normal,True
793,3,3,normal,normal,True
794,3,3,normal,normal,True
795,3,3,normal,normal,True
796,3,3,normal,normal,True
797,3,3,normal,normal,True
798,3,3,normal,normal,True
799,4,4,physical fault,physical fault,True
800,3,3,normal,normal,True
801,1,3,MITM,normal,False
802,3,3,normal,normal,True
803,3,3,normal,normal,True
804,1,1,MITM,MITM,True
805,3,3,normal,normal,True
806,1,1,MITM,MITM,True
807,3,3,normal,normal,True
808,3,3,normal,normal,True
809,3,3,normal,normal,True
810,4,4,physical fault,physical fault,True
811,3,3,normal,normal,True
812,0,0,DoS,DoS,True
813,3,3,normal,normal,True
814,3,3,normal,normal,True
815,3,3,normal,normal,True
816,3,3,normal,normal,True
817,3,3,normal,normal,True
818,1,1,MITM,MITM,True
819,3,3,normal,normal,True
820,1,1,MITM,MITM,True
821,1,1,MITM,MITM,True
822,3,3,normal,normal,True
823,3,3,normal,normal,True
824,3,3,normal,normal,True
825,3,3,normal,normal,True
826,3,3,normal,normal,True
827,3,3,normal,normal,True
828,3,3,normal,normal,True
829,3,3,normal,normal,True
830,4,4,physical fault,physical fault,True
831,3,3,normal,normal,True
832,3,3,normal,normal,True
833,3,3,normal,normal,True
834,3,3,normal,normal,True
835,3,3,normal,normal,True
836,3,3,normal,normal,True
837,4,4,physical fault,physical fault,True
838,3,3,normal,normal,True
839,4,4,physical fault,physical fault,True
840,3,3,normal,normal,True
841,1,1,MITM,MITM,True
842,3,3,normal,normal,True
843,3,3,normal,normal,True
844,2,3,nomal,normal,False
845,1,1,MITM,MITM,True
846,3,3,normal,normal,True
847,3,3,normal,normal,True
848,3,3,normal,normal,True
849,3,3,normal,normal,True
850,0,0,DoS,DoS,True
851,3,3,normal,normal,True
852,3,3,normal,normal,True
853,4,4,physical fault,physical fault,True
854,3,3,normal,normal,True
855,3,3,normal,normal,True
856,1,1,MITM,MITM,True
857,3,3,normal,normal,True
858,3,3,normal,normal,True
859,3,3,normal,normal,True
860,4,4,physical fault,physical fault,True
861,3,3,normal,normal,True
862,3,3,normal,normal,True
863,3,3,normal,normal,True
864,3,3,normal,normal,True
865,1,1,MITM,MITM,True
866,3,3,normal,normal,True
867,3,3,normal,normal,True
868,3,3,normal,normal,True
869,1,3,MITM,normal,False
870,3,3,normal,normal,True
871,3,3,normal,normal,True
872,3,3,normal,normal,True
873,3,3,normal,normal,True
874,3,3,normal,normal,True
875,3,3,normal,normal,True
876,3,3,normal,normal,True
877,3,3,normal,normal,True
878,3,3,normal,normal,True
879,3,3,normal,normal,True
880,3,3,normal,normal,True
881,3,3,normal,normal,True
882,3,3,normal,normal,True
883,3,3,normal,normal,True
884,3,3,normal,normal,True
885,3,3,normal,normal,True
886,3,3,normal,normal,True
887,3,3,normal,normal,True
888,3,3,normal,normal,True
889,3,3,normal,normal,True
890,1,1,MITM,MITM,True
891,3,3,normal,normal,True
892,3,3,normal,normal,True
893,3,3,normal,normal,True
894,3,3,normal,normal,True
895,1,1,MITM,MITM,True
896,3,3,normal,normal,True
897,3,3,normal,normal,True
898,3,3,normal,normal,True
899,3,3,normal,normal,True
900,3,3,normal,normal,True
901,3,3,normal,normal,True
902,3,3,normal,normal,True
903,3,3,normal,normal,True
904,3,3,normal,normal,True
905,1,1,MITM,MITM,True
906,3,3,normal,normal,True
907,3,3,normal,normal,True
908,3,3,normal,normal,True
909,3,3,normal,normal,True
910,3,3,normal,normal,True
911,3,3,normal,normal,True
912,4,4,physical fault,physical fault,True
913,4,4,physical fault,physical fault,True
914,3,3,normal,normal,True
915,3,3,normal,normal,True
916,3,3,normal,normal,True
917,3,3,normal,normal,True
918,3,3,normal,normal,True
919,1,1,MITM,MITM,True
920,3,3,normal,normal,True
921,3,3,normal,normal,True
922,3,3,normal,normal,True
923,3,3,normal,normal,True
924,4,4,physical fault,physical fault,True
925,3,3,normal,normal,True
926,3,3,normal,normal,True
927,3,3,normal,normal,True
928,3,3,normal,normal,True
929,3,3,normal,normal,True
930,3,3,normal,normal,True
931,3,3,normal,normal,True
932,3,3,normal,normal,True
933,3,3,normal,normal,True
934,3,3,normal,normal,True
935,3,3,normal,normal,True
936,4,4,physical fault,physical fault,True
937,3,3,normal,normal,True
938,3,3,normal,normal,True
939,3,3,normal,normal,True
940,3,3,normal,normal,True
941,2,3,nomal,normal,False
942,3,3,normal,normal,True
943,3,3,normal,normal,True
944,1,1,MITM,MITM,True
945,3,3,normal,normal,True
946,3,3,normal,normal,True
947,3,3,normal,normal,True
948,3,3,normal,normal,True
949,3,3,normal,normal,True
950,1,1,MITM,MITM,True
951,3,3,normal,normal,True
952,3,3,normal,normal,True
953,1,1,MITM,MITM,True
